index,clf,dataset,time,accuracy,f1_score,recall
4,Naive Bayes,one_hot_original,0.29665541648864746,0.7693645944510452,0.7627875192503009,0.7575354878259686
5,Random Forest 100,one_hot_original,7.091446876525879,0.9495332008548611,0.9043573244050658,0.878629395852119
6,"NN 5,5",one_hot_original,112.62888789176941,0.8484711968842644,0.4671159333896051,0.5298917944093778
7,SVM RBF c 1,one_hot_original,126.04154658317566,0.6763257244988572,0.43269206795164733,0.5969270846436078
